Parameters
Model,B
P,0.95
Initial Alpha,0.0
Independent,true
Step Number,leader signal,# accepted signal,utility,# agents,avg dis from leader,avg angle from leader
0,false,-1,0.0,2,21.50756412267105,1.4491198790172277
1,true,2,1.6363822869857911,2,20.50756412267105,0.0
2,false,-1,-0.20000000000000018,2,19.50756412267105,0.0
3,false,-1,-0.20000000000000018,2,18.50756412267105,0.0
4,false,-1,-0.20000000000000018,2,17.50756412267105,0.0
5,false,-1,-0.20000000000000018,2,16.507564122671052,7.450580596923828E-9
6,false,-1,-0.20000000000000018,2,15.507564122671052,7.450580596923828E-9
7,false,-1,-0.20000000000000018,2,14.507564122671052,0.0
8,false,-1,-0.20000000000000018,2,13.507564122671054,0.0
9,false,-1,-0.20000000000000018,2,12.507564122671054,7.450580596923828E-9
10,false,-1,-0.20000000000000018,2,11.507564122671056,7.450580596923828E-9
11,false,-1,-0.20000000000000018,2,10.507564122671056,0.0
12,false,-1,-0.20000000000000018,2,9.50756412267106,0.0
13,false,-1,-0.20000000000000018,2,8.50756412267106,0.0
14,false,-1,-0.20000000000000018,2,7.507564122671061,0.0
15,false,-1,-0.20000000000000018,2,6.507564122671059,0.0
16,false,-1,-0.20000000000000018,2,5.507564122671056,0.0
17,false,-1,-0.20000000000000018,2,4.507564122671053,0.0
18,false,-1,-0.20000000000000018,2,3.5075641226710506,0.0
19,false,-1,-0.20000000000000018,2,2.5075641226710483,0.0
20,false,-1,-0.20000000000000018,2,1.507564122671046,0.0
21,false,-1,-0.20000000000000018,1,1.0075641226710441,0.0
22,false,-1,-0.10000000000000009,1,0.5075641226710423,0.0
23,false,-1,-0.10000000000000009,0,0.5075641226710423,0.0
