Parameters
Model,A
P,0.75
Initial Alpha,0.0
Independent,false
Step Number,leader signal,# accepted signal,utility,# agents,avg dis from leader,avg angle from leader
0,false,-1,0.0,10,54.858701458584925,2.0204606321702925
1,true,5,0.18763122907011276,10,54.858701458584925,2.35378973098855
2,true,6,1.438563423016776,10,54.65870145858493,1.1181629411982492
3,false,-1,-2.9104677356150166,10,53.81622097008609,0.8112058710462099
4,false,-1,-3.68932881983136,10,52.950933859209805,0.802231776043306
5,false,-1,-3.6671938482037625,10,52.09001264026487,0.8065165248060401
6,false,-1,-3.615866584593448,10,51.23437358253303,0.81838315015953
7,false,-1,-3.5575226880690067,10,50.38476396714108,0.8328184809303851
8,false,-1,-3.496097565481854,10,49.54159573507559,0.8485429264031346
9,false,-1,-3.4319979266392107,10,48.70509029415155,0.8651129381153755
10,false,-1,-3.3654380136938524,10,47.87549686356446,0.8822655817930242
11,false,-1,-3.296654624430291,10,47.05301281202377,0.8999606306143584
12,false,-1,-3.2259548051618268,10,46.237663633578315,0.9178867430236524
13,false,-1,-3.1536412951433235,10,45.429739334551485,0.9242982530310263
14,false,-1,-3.1400344082754046,10,44.61402678859916,0.9424448832969518
15,false,-1,-3.2870767800203797,10,43.79349800747156,0.9662680062797246
16,false,-1,-3.23788846132784,10,42.97733209372806,0.9903180154753967
17,false,-1,-3.1707586800218053,10,42.167739977606075,1.0115908245364815
18,false,-1,-3.0968668767935874,10,41.36586463394714,1.031514991747151
19,false,-1,-3.0233821682625663,10,40.55887778924271,0.9721442127338864
20,false,-1,-3.087767440501054,10,39.759468586129074,0.9837561058493357
21,false,-1,-3.005636412958614,10,38.96797275033246,1.0021423056799899
22,false,-1,-2.918009918628268,10,38.185180365878324,1.0231393028043858
23,false,-1,-2.8280968121460557,10,37.41155834927225,1.0292191975762504
24,false,-1,-2.817398582861073,10,36.63030805061012,1.0513314280493855
25,false,-1,-2.9609653110074934,10,35.8424487488372,1.0829430436373069
26,false,-1,-2.89011667787028,10,35.06225882375312,1.1100475933410794
27,false,-1,-2.799874895886889,10,34.292253814010834,1.1359979773137585
28,false,-1,-2.7036729977055423,10,33.53201520953536,1.1614966520939036
29,false,-1,-2.6032040992797683,10,32.78207828995953,1.171441298847743
30,false,-1,-2.578093738956225,10,32.035036822341496,1.1346042547781063
31,false,-1,-2.5985515876212846,10,31.28258889785524,1.134847596317376
32,false,-1,-2.517293071328302,10,30.541384582504843,1.141914595386718
33,false,-1,-2.463524372732901,10,29.814387690416282,1.0926534057153998
34,false,-1,-2.5445090996683017,10,29.068283610727896,1.1277664188241605
35,false,-1,-2.4799101218077864,10,28.33079827450349,1.164700299863369
36,false,-1,-2.368597014339896,10,27.606861464914306,1.197448740398468
37,false,-1,-2.245469267472428,10,26.895301535369676,1.2287966062095081
38,false,-1,-2.116491605259154,10,26.1969654643448,1.2598347509474406
39,false,-1,-1.983805731450187,10,25.51196062624415,1.2576120925746972
40,false,-1,-2.0162307783572206,10,24.810682278944977,1.1688024042876903
41,false,-1,-2.6171722400116026,10,24.055046399049505,1.2005352715585853
42,false,-1,-2.6332653673313686,10,23.305976148367048,1.2338029592540039
43,false,-1,-2.5368685426507174,10,22.566549527730306,1.2684168083731457
44,false,-1,-2.4095286701528797,10,21.8400764970022,1.3044655538691257
45,false,-1,-2.2678025244099036,10,21.128422391294333,1.3420645857636466
46,false,-1,-2.1160428499354973,10,20.433050184388993,1.3811837280420511
47,false,-1,-1.9561856590887183,10,19.754335757523414,1.421764105992119
48,false,-1,-1.7883204293941581,10,19.09308651952542,1.4598564998322636
49,false,-1,-1.633380923015463,10,18.4529967016705,1.337404792005176
50,false,-1,-1.9425628056106063,10,17.765512406766966,1.302860618893937
51,false,-1,-1.93884329140535,10,17.094149748966082,1.3482764493306614
52,false,-1,-1.766741209654759,10,16.439331710195724,1.4068914137927768
53,false,-1,-1.5627968774128318,10,15.807289050535825,1.4684770361756792
54,false,-1,-1.5702486247106178,10,15.173335696136132,1.5407757073031578
55,false,-1,-1.3597375328910655,10,14.572665288217232,1.6228717598230262
56,false,-1,-1.0199743267380459,10,14.012232423302274,1.712795376962275
57,false,-1,-0.6141853291430639,10,13.4944833336889,1.7904093647962385
58,false,-1,-0.26028235404191324,10,13.033114540796271,1.8075035451874115
59,false,-1,-0.26597819007504064,10,12.505025932844354,1.7869520419288474
60,false,-1,-0.6885110406982582,10,11.990319021820836,1.8611369079551128
61,false,-1,-0.4972553655382095,10,11.48083237426341,1.953014862461331
62,false,-1,-0.2030469632528895,10,11.01805820834175,1.998255920712665
63,true,5,0.23529672634698695,10,11.01805820834175,1.1433367328771453
64,false,-1,-2.5895564716789137,10,10.303864011406704,1.179539757960407
65,false,-1,-2.628462097511661,9,9.635849793686653,1.22203145117691
66,false,-1,-2.2877549376646558,9,8.982644943652721,1.3215394229919193
67,false,-1,-1.985106675107799,9,8.389237958515904,1.4616044772048742
68,false,-1,-1.4267004384299335,9,7.869486358389598,1.6302581636508884
69,false,-1,-0.6852169626378668,9,7.429396723888354,1.6766462821159134
70,false,-1,-0.5428127356802888,9,7.01787719512785,1.8029290513804086
71,false,-1,-0.01565783756881256,9,6.663485626280819,1.9028339713897169
72,true,5,0.5168805227914097,9,6.763485626280816,1.6168043394076466
73,false,-1,-1.0932479639992643,8,6.349090951519534,1.5896465080111617
74,false,-1,-0.8827516543913498,8,5.911808870520984,1.73000564021631
75,false,-1,-0.3592384669333404,8,5.546487893455113,1.9022440778160252
76,true,8,0.35063248974595407,8,5.146487893455112,1.1144056644853677
77,false,-1,-2.9954811605986915,6,4.650133691239611,1.2819392784440802
78,false,-1,-2.2031107289526926,6,4.179602964239891,1.3966388108631809
79,false,-1,-1.6640719121587617,5,3.787820246757222,1.4912864329564883
80,false,-1,-1.3628737635686758,4,3.5233911959341127,1.5925419259711173
81,false,-1,-0.5872382734640591,3,3.31946615236357,1.6186581277466914
82,false,-1,-0.5453144007218049,3,3.1245508272673996,1.6511889028131752
83,false,-1,-0.46533819191811876,3,2.939058750724589,1.6891850196492473
84,false,-1,-0.37180175122336623,3,2.7651719953697826,1.7330551605201188
85,false,-1,-0.25676699904991107,3,2.605887659807749,1.7836681751387649
86,false,-1,-0.11485027861584407,3,2.4647670487305215,1.8409817807627185
87,true,8,0.05888446132011915,3,2.3647670487305223,1.5574142098379777
88,true,8,1.0472842352802618,3,2.2647670487305236,1.5574142098379784
89,true,9,1.0472842352802645,2,2.0647670487305234,1.8307923927233916
90,false,-1,-0.09673440407452794,2,1.9720359065384365,1.8430742747307278
91,true,8,0.06826100373637778,2,1.972035906538435,1.7514279167391813
92,true,8,0.6406993054272561,2,1.9720359065384347,1.5322301933172138
93,true,9,0.7543368545371022,2,1.7720359065384361,1.834502404391974
94,true,9,0.2168628281032705,2,1.5720359065384364,1.8345024043919742
95,true,9,0.21686282810327095,2,1.3720359065384362,1.834502404391974
96,true,9,0.2168628281032703,2,1.1720359065384347,1.8345024043919742
97,true,7,0.2168628281032714,2,1.3720359065384335,1.611948999438122
98,true,9,0.754548319665088,2,1.1720359065384334,1.8345024043919742
99,true,9,0.21686282810327184,2,0.9720359065384327,1.8345024043919735
100,true,9,0.2168628281032685,1,0.8720359065384337,1.8345024043919735
101,false,-1,-0.004458147058429729,1,0.8399350926782884,1.8763727959524865
102,true,8,0.18837684669336996,1,0.9399350926782886,1.673696496993753
103,true,8,0.4824163734546906,1,1.0399350926782889,1.673696496993753
104,true,9,0.4824163734546906,1,0.9399350926782886,1.51613534532269
105,true,9,0.3842001269343415,1,0.8399350926782884,1.5161353453226898
106,true,9,0.38420012693434086,1,0.7399350926782877,1.5161353453226898
107,true,9,0.38420012693434086,1,0.6399350926782875,1.5161353453226856
108,true,9,0.3842001269343197,0,0.6399350926782875,1.5161353453226856
