Parameters
Model,B
P,0.75
Initial Alpha,0.0
Independent,false
Step Number,leader signal,# accepted signal,utility,# agents,avg dis from leader,avg angle from leader
0,false,-1,0.0,2,44.255328034511955,1.5721420296059045
1,true,2,1.0009152800013716,2,43.25532803451195,1.2237994751945065
2,true,2,0.4239464251337096,2,42.255328034511955,1.2237994751945065
3,true,2,0.4239464251337096,2,41.255328034511955,1.2237994751945065
4,true,2,0.4239464251337095,2,40.25532803451195,1.2237994751945063
5,true,2,0.4239464251337093,2,39.25532803451195,1.2237994751945065
6,true,1,0.4239464251337096,2,39.255328034511955,1.3516997904760002
7,true,1,0.8521707798970707,2,39.255328034511955,1.223799475194507
8,true,2,0.6705240714364198,2,38.255328034511955,1.2237994751945063
9,true,2,0.4239464251337094,2,37.255328034511955,1.2237994751945065
10,true,1,0.4239464251337097,2,37.25532803451195,1.2237994751945063
11,true,2,0.6705240714364196,2,36.25532803451195,1.2237994751945065
12,true,2,0.4239464251337095,2,35.25532803451195,1.2237994751945065
13,true,1,0.4239464251337095,2,35.25532803451195,1.3516997904760015
14,true,2,0.8521707798970717,2,34.25532803451195,1.2237994751945065
15,true,2,0.4239464251337095,2,33.25532803451194,1.2237994751945056
16,true,2,0.42394642513370795,2,32.25532803451194,1.223799475194509
17,true,1,0.4239464251337133,2,32.25532803451194,1.351699790476001
18,true,1,0.8521707798970712,2,32.25532803451193,1.3516997904760006
19,true,2,0.8521707798970711,2,31.255328034511937,1.2237994751945092
20,true,2,0.4239464251337134,2,30.255328034511933,1.223799475194509
21,true,1,0.4239464251337133,2,30.255328034511933,1.351699790476001
22,true,2,0.8521707798970712,2,29.25532803451193,1.2237994751945092
23,true,1,0.4239464251337134,2,29.255328034511933,1.2237994751945074
24,true,2,0.6705240714364201,2,28.255328034511933,1.2237994751945083
25,true,1,0.4239464251337116,2,28.255328034511933,1.2237994751945065
26,true,2,0.6705240714364199,2,27.255328034511933,1.2237994751945083
27,true,2,0.4239464251337116,2,26.255328034511933,1.2237994751945083
28,true,1,0.4239464251337117,2,26.255328034511937,1.3516997904760026
29,true,1,0.8521707798970721,2,26.255328034511937,1.2237994751945065
30,true,1,0.6705240714364199,2,26.25532803451194,1.3516997904760002
31,true,2,0.852170779897071,2,25.25532803451194,1.2237994751945065
32,true,2,0.4239464251337094,2,24.255328034511937,1.2237994751945065
33,true,2,0.4239464251337094,2,23.25532803451194,1.2237994751945065
34,true,1,0.4239464251337095,2,23.25532803451194,1.3516997904760002
35,true,1,0.852170779897071,2,23.25532803451194,1.2237994751945067
