Parameters
Model,B
P,0.65
Initial Alpha,0.0
Independent,true
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,true,0,0.0,52.84886392970032,1.306303597973316,0.7429977262430543
1,true,0,1.1336800545527979,54.65815762060576,2.7149103473773595,1.3333333333333335
2,false,-1,-1.999999996641618E9,56.483537315868205,2.734285329601888,1.3333333333333335
3,false,-1,-1.9999999964691024E9,58.32245777114509,2.7515341709766044,1.3333333333333333
4,false,-1,-9.999999966137072E8,60.17295121963014,2.7670224066675058,1.3333333333333333
5,false,-1,-9.999999964390259E8,62.03346754094314,2.7810351948280987,1.3333333333333333
6,false,-1,-9.999999962635323E8,63.902764410102165,2.793797865419394,1.3333333333333333
7,false,-1,-9.999999960873544E8,65.77983043089273,2.805490663559597,1.3333333333333333
8,false,-1,-9.999999959105937E8,67.66383039993573,2.8162594400295466,1.3333333333333333
9,false,-1,-9.999999957333316E8,69.55406567040595,2.8262234921349325,1.3333333333333333
10,false,-1,-9.999999955556343E8,71.44994498926025,2.835481381828382,1.3333333333333333
11,false,-1,-9.99999995377556E8,73.35096271547414,2.8441153027609305,1.3333333333333333
12,false,-1,-9.99999995199142E8,75.25668231936767,2.8521943948519235,1.3333333333333333
13,false,-1,-1.9999999947021198E9,77.16672371529998,2.859777287026492,1.3333333333333335
14,false,-1,-1.9999999945231419E9,79.08075341502285,2.86691406779042,1.3333333333333335
15,false,-1,-1.999999994343925E9,80.99847678339505,2.8736478272039574,1.3333333333333335
16,false,-1,-1.9999999941644928E9,82.91963188022972,2.8800158745576305,1.3333333333333335
17,false,-1,-1.9999999939848652E9,84.84398451261296,2.8860507083061835,1.3333333333333335
18,false,-1,-1.9999999938050601E9,86.77132422107098,2.8917807950076266,1.3333333333333335
19,false,-1,-1.9999999936250925E9,88.70146099359864,2.8972311997311095,1.3333333333333335
20,false,-1,-1.9999999934449763E9,90.63422255252271,2.9024240999989197,1.3333333333333335
21,false,-1,-1.999999993264723E9,92.56945209634675,2.9073792076865836,1.3333333333333335
22,false,-1,-1.9999999930843434E9,94.50700640612276,2.9121141176393097,1.3333333333333335
23,false,-1,-1.999999992903847E9,96.44675424629114,2.9166445975256607,1.3333333333333335
24,false,-1,-1.999999992723242E9,98.3885750052564,2.920984830254027,1.3333333333333335
25,false,-1,-1.9999999925425363E9,100.33235753258629,2.9251476178488716,1.3333333333333335
26,false,-1,-1.9999999923617368E9,102.27799913860918,2.929144553823801,1.3333333333333335
27,false,-1,-1.9999999921808493E9,104.2254047290347,2.932986169653854,1.3333333333333335
28,false,-1,-1.9999999919998796E9,106.17448605254671,2.9366820598351024,1.3333333333333335
29,false,-1,-1.999999991818833E9,108.12516104348441,2.9402409891483376,1.3333333333333335
30,false,-1,-1.9999999916377141E9,110.07735324501226,2.9436709850582132,1.3333333333333335
31,false,-1,-1.999999991456527E9,112.03099130078823,2.9469794176364514,1.3333333333333335
32,false,-1,-1.999999991275276E9,113.98600850522205,2.9501730689657992,1.3333333333333335
33,false,-1,-1.9999999910939643E9,115.94234240409159,2.953258193635423,1.3333333333333335
34,false,-1,-1.9999999909125955E9,117.8999344386391,2.9562405716600964,1.3333333333333335
35,false,-1,-1.9999999907311726E9,119.85872962737236,2.959125554930244,1.3333333333333335
36,false,-1,-1.9999999905496984E9,121.8186762806969,2.96191810811686,1.3333333333333335
37,false,-1,-1.9999999903681755E9,123.77972574424656,2.9646228448056693,1.3333333333333335
38,false,-1,-1.9999999901866064E9,125.7418321673933,2.9672440595122653,1.3333333333333335
39,false,-1,-1.9999999900049937E9,127.70495229392561,2.969785756128756,1.3333333333333335
40,false,-1,-1.999999989823339E9,129.6690452723101,2.972251673268765,1.3333333333333335
41,false,-1,-1.9999999896416445E9,131.6340724833065,2.974645306908135,1.3333333333333335
42,false,-1,-9.999999897782222E8,133.599997383007,2.976969930660606,1.3333333333333335
43,false,-1,-9.999999895964537E8,135.56678535962334,2.9792286139791972,1.3333333333333335
44,false,-1,-9.999999894146506E8,137.5344036025614,2.981424238533214,1.3333333333333333
45,false,-1,-9.999999892328144E8,139.50282098250574,2.9835595129764023,1.3333333333333333
46,false,-1,-9.999999890509467E8,141.47200794139354,2.9856369862925694,1.3333333333333333
47,false,-1,-9.999999888690487E8,143.44193639129242,2.987659059880385,1.3333333333333333
48,false,-1,-9.999999886871217E8,145.41257962131235,2.9896279985179204,1.3333333333333333
49,false,-1,-9.999999885051669E8,147.38391221178216,2.991545940329586,1.3333333333333333
50,false,-1,-9.999999883231856E8,149.3559099550081,2.9934149058626893,1.3333333333333333
51,false,-1,-9.999999881411785E8,151.32854978200763,2.9952368063675756,1.3333333333333333
52,false,-1,-9.99999987959147E8,153.3018096946773,2.997013451363987,1.3333333333333333
53,false,-1,-9.999999877770917E8,155.2756687029115,2.998746555566374,1.3333333333333333
54,false,-1,-9.999999875950137E8,157.25010676623904,3.0004377452323547,1.3333333333333333
55,false,-1,-9.999999874129139E8,159.2251047395897,3.0020885639912045,1.3333333333333333
56,false,-1,-9.999999872307931E8,161.20064432284113,3.0037004782026884,1.3333333333333333
57,false,-1,-9.999999870486519E8,163.17670801383184,3.0052748818910366,1.3333333333333333
58,false,-1,-9.999999868664913E8,165.15327906455644,3.0068131012939165,1.3333333333333333
59,false,-1,-9.999999866843117E8,167.13034144028657,3.0083163990618838,1.3333333333333333
