Parameters
Model,B
P,0.85
Initial Alpha,0.0
Independent,true
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,true,0,0.0,17.146974635732054,1.7333415176753473,0.32281343759064585
1,false,-1,-1.2765731789195707,17.916778534972952,1.7466726587647052,0.32281343759064535
2,false,-1,-1.3105378713557978,18.688598826087517,1.7574839817569516,0.32281343759064535
3,false,-1,-1.3363816108021087,19.46190266368246,1.766517761350047,0.32281343759064535
4,false,-1,-1.3568866397772448,20.23634844511688,1.774247097613676,0.32281343759064535
5,false,-1,-1.3736857718370743,21.011706069280724,1.7809876594447753,0.3228134375906455
6,false,-1,-1.3878001667832132,21.787814022383444,1.7869581697595378,0.3228134375906455
7,false,-1,-1.3999013648750236,22.564554895771614,1.7923150481273078,0.3228134375906455
8,false,-1,-1.4104493692047133,23.341840726102234,1.7971732094369328,0.3228134375906455
9,false,-1,-1.4197701166664367,24.119603850891302,1.8016190587335155,0.3228134375906455
10,false,-1,-1.428101234058179,24.89779100128329,1.8057188922889384,0.32281343759064535
11,false,-1,-1.435620247736674,25.676359368495383,1.8095244918363251,0.32281343759064535
12,false,-1,-1.4424626206689832,26.45527391392386,1.8130769473273842,0.32281343759064535
13,false,-1,-1.4487336521644916,27.234505485897422,1.816409329430623,0.32281343759064535
14,false,-1,-1.4545165453876643,28.014029473172208,1.8195485961358877,0.32281343759064535
15,false,-1,-1.459878009204178,28.793824823803533,1.822516977852381,0.32281343759064535
16,false,-1,-1.4648722312230475,29.573873317879414,1.825333000212173,0.32281343759064535
17,false,-1,-1.4695437493977088,30.354159019924776,1.8280122505925809,0.32281343759064535
18,false,-1,-1.4739295630740037,31.134667860621086,1.8305679603542915,0.32281343759064535
19,false,-1,-1.4780607089091178,31.915387313038096,1.8330114525738783,0.32281343759064535
20,false,-1,-1.4819634538183246,32.69630613892188,1.8353524902542024,0.32281343759064535
21,false,-1,-1.48566020957648,33.47741418759124,1.8375995499686866,0.3228134375906453
22,false,-1,-1.4891702422437625,34.2587022348197,1.8397600389884519,0.3228134375906453
23,false,-1,-1.4925102283817788,35.040161852451426,1.8418404691123957,0.3228134375906453
24,false,-1,-1.4956946954937376,35.82178530188963,1.8438465969975137,0.3228134375906453
25,false,-1,-1.498736374008188,36.603565446310604,1.8457835383296404,0.3228134375906453
26,false,-1,-1.501646480986321,37.38549567770252,1.8476558613898486,0.3228134375906453
27,false,-1,-1.504434950626787,38.16756985574404,1.8494676642608239,0.32281343759064535
28,false,-1,-1.5071106229457634,38.949782256216466,1.851222638944723,0.3228134375906454
29,false,-1,-1.5096813993035174,39.7321275271531,1.8529241249352166,0.32281343759064535
30,false,-1,-1.5121543714468229,40.51460065131452,1.8545751542353988,0.32281343759064535
31,false,-1,-1.5145359292400185,41.297196913872774,1.8561784893931568,0.32281343759064535
32,false,-1,-1.5168318511293784,42.07991187441351,1.8577366558026842,0.32281343759064535
33,false,-1,-1.5190473805271287,42.86274134254076,1.8592519692708258,0.32281343759064535
34,false,-1,-1.5211872906429817,43.645681356506,1.8607265596519083,0.32281343759064546
35,false,-1,-1.523255939782324,44.428728164390954,1.8621623912016192,0.32281343759064535
36,false,-1,-1.5252573187339813,45.211878207459065,1.8635612801794927,0.32281343759064535
37,false,-1,-1.5271950915600743,45.99512810535849,1.8649249101333654,0.32281343759064535
38,false,-1,-1.5290726308551124,46.77847464291394,1.8662548452222558,0.32281343759064535
39,false,-1,-1.5308930483473009,47.56191475828906,1.8675525418722518,0.32281343759064535
40,false,-1,-1.5326592215593102,48.34544553233626,1.8688193590100175,0.32281343759064535
41,false,-1,-1.5343738171211077,49.12906417898017,1.8700565670779101,0.32281343759064535
42,false,-1,-1.5360393112266046,49.9127680365051,1.8712653560015546,0.32281343759064535
43,false,-1,-1.5376580076440787,50.69655455963564,1.8724468422535372,0.32281343759064546
44,false,-1,-1.5392320536236161,51.48042131231687,1.8736020751345026,0.32281343759064546
45,false,-1,-1.5407634539900898,52.2643659611133,1.8747320423744145,0.3228134375906457
46,false,-1,-1.5422540836653231,53.04838626915729,1.8758376751413643,0.32281343759064546
47,false,-1,-1.5437056988256739,53.832480090587325,1.876919852532523,0.32281343759064546
48,false,-1,-1.5451199468705727,54.616645365424034,1.8779794056110415,0.32281343759064546
49,false,-1,-1.5464983753517436,55.400880114839026,1.8790171210437807,0.32281343759064546
50,false,-1,-1.5478424399912916,56.185182436777154,1.880033744387093,0.32281343759064546
51,false,-1,-1.549153511898782,56.969550501897515,1.8810299830614983,0.32281343759064546
52,false,-1,-1.550432884082208,57.75398254980311,1.8820065090506388,0.32281343759064546
53,false,-1,-1.5516817773348528,58.53847688553219,1.8829639613552662,0.32281343759064546
54,false,-1,-1.552901345569141,59.32303187628766,1.8839029482290626,0.32281343759064546
55,false,-1,-1.5540926806592696,60.1076459483836,1.8848240492197204,0.3228134375906455
56,false,-1,-1.5552568168464675,60.89231758439009,1.8857278170357756,0.3228134375906455
57,false,-1,-1.5563947347539784,61.677045320459726,1.886614779257227,0.3228134375906455
58,false,-1,-1.5575073650529672,62.461827743820784,1.88748543990578,0.3228134375906455
59,false,-1,-1.5585955918155914,63.246663490423714,1.8883402808887109,0.3228134375906453
60,false,-1,-1.5596602555871073,64.03155124272891,1.8891797633287124,0.3228134375906453
61,false,-1,-1.560702156205151,64.81648972762471,1.890004328790688,0.3228134375906453
62,false,-1,-1.5617220553910638,65.6014777144661,1.8908144004152205,0.3228134375906453
63,false,-1,-1.5627206791353183,66.38651401322471,1.8916103839673768,0.3228134375906453
64,false,-1,-1.5636987198966206,67.17159747274275,1.8923926688085744,0.3228134375906453
65,false,-1,-1.5646568386321216,67.95672697908266,1.8931616287984014,0.3228134375906453
66,false,-1,-1.5655956666742603,68.74190145396655,1.893917623132574,0.3228134375906453
67,false,-1,-1.566515807468141,69.52711985329881,1.8946609971225554,0.3228134375906453
68,false,-1,-1.5674178381818478,70.3123811657664,1.895392082921823,0.3228134375906453
69,false,-1,-1.5683023112008496,71.09768441151185,1.8961112002032503,0.3228134375906453
70,false,-1,-1.5691697555164903,71.88302864087396,1.8968186567916439,0.3228134375906453
71,false,-1,-1.5700206780175787,72.66841293319222,1.8975147492550724,0.3228134375906453
72,false,-1,-1.570855564693172,73.45383639567048,1.8981997634582886,0.3228134375906451
73,false,-1,-1.5716748817539155,74.23929816229676,1.8988739750812242,0.3228134375906451
