Parameters
Model,B
P,0.75
Initial Alpha,0.0
Independent,false
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,true,0,0.0,51.09578123639115,0.5024346809163023,0.3563279425140081
1,false,-1,-2.44781594570762,51.14518207120399,0.5430821476068317,0.2277625912705168
2,false,-1,-5.651065960721835,51.151400491713694,0.5063931143471871,0.14205071829684057
3,false,-1,-10.968639818695602,51.16045118569605,0.5311050700953315,0.08874313325253476
4,false,-1,-19.43990508109587,51.16588317813694,0.5306472872325753,0.05324876372426833
5,false,-1,-34.47189470886922,51.16441937165395,0.5184998083594872,0.03354335978569296
6,false,-1,-56.54128868300845,51.165331623806026,0.5236710087750982,0.020828590362453825
7,false,-1,-92.9421099683033,51.16441918627078,0.5199148413274106,0.012985140792654816
8,false,-1,-150.9442280563789,51.16466101619625,0.5220918490859239,0.00808569036869251
9,false,-1,-244.2738487113347,51.164267609769254,0.5206654823200777,0.005036488922422834
10,false,-1,-394.02601752853167,51.16393179851248,0.5206618645423949,0.0030188608729440807
11,false,-1,-659.4259681836201,51.16371333619611,0.5208175474442638,0.0017883932544216256
12,false,-1,-1115.2469607472865,51.1637266496396,0.5212419866171376,0.0011302710905479693
13,false,-1,-1766.4118677892648,51.16376112391519,0.5212567435997065,6.803893969109464E-4
14,false,-1,-2936.4181791369474,51.16372924391308,0.5211055040783653,4.2798099916406876E-4
