Parameters
Model,B
P,0.75
Initial Alpha,0.0
Independent,true
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,true,0,0.0,41.179727226974634,2.3285938849118786,0.6645916454720819
1,false,-1,-1.2005228333179856,41.78362073665144,2.382844937629132,0.6645916454720818
2,false,-1,-1.16486467875988,42.47909705764065,2.4310023196329404,0.6645916454720817
3,false,-1,-1.1252064501471275,43.25097605260596,2.473156852871637,0.6645916454720817
4,false,-1,-1.0828207290453102,44.08566921159069,2.5097557184764945,0.6645916454720817
5,false,-1,-1.038768734347483,44.97164614483464,2.5414097016890715,0.6645916454720817
6,false,-1,-0.9938882954915069,45.899435297484544,2.5687659471283744,0.6645916454720817
7,false,-1,-0.9488149520982239,46.86139803829156,2.5924376883291895,0.6645916454720817
8,false,-1,-0.9040160966204851,47.85142908324374,2.6129726617147675,0.6645916454720817
9,false,-1,-0.8598263318062798,48.86466231219063,2.630844071961926,0.6645916454720817
10,false,-1,-0.8164786602908038,49.897214505971775,2.64645310980764,0.6645916454720817
11,false,-1,-0.7741298906755469,50.94597509497132,2.660136491508477,0.6645916454720817
12,false,-1,-0.7328804403685776,52.008439094331024,2.672175508319952,0.6645916454720817
13,false,-1,-0.6927893856913547,53.08257658005273,2.6828048735514356,0.6645916454720817
14,false,-1,-0.6538857353457534,54.16673152713426,2.6922206427734485,0.6645916454720817
15,false,-1,-0.6161768069529447,55.25954360334843,2.700586989037038,0.6645916454720817
16,false,-1,-0.5796544244832558,56.359887654764854,2.708041854305683,0.6645916454720817
17,false,-1,-0.5442994936660339,57.46682673587028,2.7147015973831508,0.6645916454720817
18,false,-1,-0.5100853761639845,58.57957548952416,2.7206647878535244,0.6645916454720817
19,false,-1,-0.476980375704946,59.697471444199884,2.7260152924299597,0.6645916454720817
20,false,-1,-0.4449495675556756,60.81995238600665,2.7308247838492523,0.6645916454720817
21,false,-1,-0.4139561417705391,61.94653841162442,2.7351547824517337,0.6645916454720817
22,false,-1,-0.3839623857227741,63.076817606264925,2.7390583211408575,0.6645916454720817
23,false,-1,-0.35493039848008845,64.21043454438436,2.742581307233813,0.6645916454720817
24,false,-1,-0.3268226054609955,65.3470810010671,2.745763640255089,0.6645916454720817
25,false,-1,-0.2996021241280089,66.48648840486109,2.748640132887703,0.6645916454720817
26,false,-1,-0.2732330184876659,67.62842167047968,2.7503731256320707,0.6645916454720817
27,false,-1,-0.24768047059887932,68.77267413120337,2.7448344584418436,0.6645916454720817
28,false,-1,-0.22291089021513555,69.91906335268729,2.7395537528774767,0.6645916454720817
29,false,-1,-0.19889197843231887,71.06742765713312,2.73450965195004,0.6645916454720817
30,false,-1,-0.1755927572975975,72.21762322306301,2.7296831569055957,0.6645916454720817
31,false,-1,-0.15298357440354327,73.36952165393315,2.725057313676358,0.6645916454720817
32,false,-1,-0.1310360892892919,74.52300793055309,2.7206169472178474,0.6645916454720817
33,false,-1,-0.10972324680994605,75.67797867922837,2.7163484355754726,0.6645916454720817
34,false,-1,-0.08901924137849093,76.83434070083806,2.7122395170402003,0.6645916454720815
35,false,-1,-0.0688994750312526,77.99200971653985,2.7082791249668956,0.6645916454720815
36,false,-1,-0.04934051154203578,79.15090929409968,2.704457245804358,0.6645916454720815
37,false,-1,-0.030320028256622056,80.31096992545552,2.7007647966726194,0.6645916454720815
38,false,-1,-0.011816766896618258,81.4721282314164,2.697193519459396,0.6645916454720815
39,true,2,0.006189515741757745,81.4721282314164,1.1330995221382667,0.0
