Parameters
Model,B
P,0.75
Initial Alpha,0.0
Independent,false
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,false,-1,0.0,28.075241390108907,2.4447553585192656,0.7479502813609323
1,false,-1,-0.9647188378442153,28.836024609769595,2.022775648662796,0.508059274888358
2,false,-1,-2.3187320271964778,29.30620451083294,1.7189396658713267,0.31464742805361484
3,false,-1,-4.796875989428568,29.584300690737763,1.5280480682894084,0.18863002518728234
4,false,-1,-9.080650181836184,29.74706077836762,1.413439118061152,0.11179950884971077
5,false,-1,-16.389753637096668,29.84228356168848,1.3455494282719247,0.06600421218303316
6,false,-1,-28.81523453406641,29.90231174888302,1.3098230332820564,0.04179089288486742
7,false,-1,-46.37891512412235,29.93937891744624,1.286416809652073,0.025915041333165266
8,false,-1,-75.70149611518517,29.961509604412544,1.271068278996478,0.015512941837315152
9,false,-1,-127.45386302389534,29.975449774028384,1.2626172105970022,0.009774508968246283
10,false,-1,-203.144856844732,29.983829078829025,1.2568674585815793,0.005878749325365942
11,false,-1,-338.74053439405964,29.988796008201128,1.253334560044495,0.0034863058826838733
12,false,-1,-572.2059454459456,29.991727669865675,1.251225656037254,0.002058377142473704
13,false,-1,-970.172477825988,29.993455808362572,1.2499779570121272,0.001213592726518136
14,false,-1,-1646.532818694215,29.994548098249616,1.2493226085396059,7.680833247405302E-4
15,false,-1,-2602.417784126437,29.99522585106616,1.2488925672139006,4.76214049437763E-4
