Parameters
Model,B
P,0.55
Initial Alpha,0.0
Independent,false
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,false,-1,0.0,51.23097816440398,2.6434446336188024,0.8322543532774267
1,false,-1,-0.2928603958429854,51.582328096525174,1.4752056695180098,0.5633664623591679
2,false,-1,-1.3879610263563429,51.80096317604527,1.1407546764597853,0.35476427817515793
3,false,-1,-3.522378789376365,51.931191434574046,1.0904248702265524,0.21393572199700042
4,false,-1,-7.264251018201413,51.98973940597944,1.0382336169688609,0.13562329852384222
5,false,-1,-12.677868592826785,52.01883830958084,1.0353981858574175,0.08175166273636583
6,false,-1,-22.405501222992974,52.034430701901826,1.0390018406382082,0.04852045038329867
7,false,-1,-39.16731901385108,52.04316074922949,1.042123517638984,0.028655345565688207
8,false,-1,-67.74648919007362,52.04816380356987,1.0441527706425031,0.016896457522211493
9,false,-1,-116.32181054710581,52.05106642027187,1.045384837441309,0.009957786461043849
10,false,-1,-198.8030252431428,52.05412512837506,1.0477798352133494,0.0063031822099200345
11,false,-1,-315.25597501113816,52.056181006677484,1.0478462337129604,0.003796058074076616
12,false,-1,-524.8187636104498,52.05704775902314,1.0469948131225755,0.0023874965595679877
13,false,-1,-835.6542470750913,52.05749291373088,1.0469579074266542,0.0014351577354834218
14,false,-1,-1391.531922973221,52.057742679675,1.0470238094555588,8.509564253724389E-4
15,false,-1,-2348.2536026840785,52.05788743040236,1.0470791687308465,5.023930308094166E-4
