Parameters
Model,B
P,0.55
Initial Alpha,0.0
Independent,true
Step Number,leader signal,# accepted signal,utility,# agents,avg dis from leader,avg angle from leader
0,false,-1,0.0,2,43.074668534376734,2.119414221738032
1,false,-1,-0.4480561948416515,2,43.52624254149866,2.1220924586025043
2,false,-1,-0.4480561948416537,2,43.97961839050523,2.1253125665842654
3,false,-1,-0.4480561948416537,2,44.43483871762018,2.129125089695904
4,false,-1,-0.4480561948416537,2,44.891967335240324,2.1335902821681954
5,false,-1,-0.4480561948416537,2,45.35109276017351,2.1387800416008735
6,false,-1,-0.4480561948416537,2,45.812332811175835,2.1447803268583656
7,false,-1,-0.4480561948416537,2,46.27584059832499,2.1516941913226675
8,false,-1,-0.4480561948416537,2,46.74181234192085,2.15964559733177
9,false,-1,-0.4480561948416537,2,47.21049761670259,2.168784219155799
10,false,-1,-0.4480561948416466,2,47.68221283367374,2.1792914866497517
11,false,-1,-0.44805619484163994,2,48.157359065665126,2.1913881605561674
12,false,-1,-0.4480561948416337,2,48.63644571381224,2.205343740813647
13,false,-1,-0.44805619484162706,2,49.12012201248257,2.221487941211051
14,false,-1,-0.44805619484162706,2,49.609218960770455,2.2402242126973184
15,false,-1,-0.44805619484162706,2,50.10480484260263,2.262044654841196
16,false,-1,-0.44805619484162706,2,50.608257733786374,2.287544226342991
17,false,-1,-0.4480561948416266,2,51.121357498858146,2.3174292683638833
18,false,-1,-0.44805619484162706,2,51.64639601998574,2.35250998557164
19,false,-1,-0.44805619484162706,2,52.1862944713862,2.393657769908914
20,false,-1,-0.44805619484162706,2,52.74469533265967,2.44169708196333
21,false,-1,-0.44805619484162706,2,53.32596052998814,2.497195746277532
22,false,-1,-0.44805619484162706,2,53.93496350226268,2.5601387574993555
23,false,-1,-0.44805619484162706,2,54.576553217458844,2.6295516894088173
24,false,-1,-0.4480561948416266,2,55.254672700780496,2.7032769955000573
25,false,-1,-0.4480561948416266,2,55.97137170254557,2.778173815804613
