Parameters
Model,B
P,0.55
Initial Alpha,0.0
Independent,false
Leader's Influence,1.0
Step Number,leader signal,# accepted signal,utility,avg dis from leader,avg angle from leader,avg directions
0,false,-1,0.0,71.03886941733144,2.9015605302950442,0.8100369249633637
1,false,-1,-0.8992613429399907,71.74749945645426,2.3643303515600045,0.5139782329520418
2,false,-1,-2.4398911919565727,72.21996518306707,2.0773178341984417,0.33566898798191547
3,false,-1,-4.565384852088439,72.52547463549328,1.8843824899607342,0.21026235322795347
4,false,-1,-8.154538071930077,72.71676663142242,1.765228963933346,0.13173429267212325
5,false,-1,-13.84667305441638,72.83701146778536,1.690515034889605,0.08215058793867053
6,false,-1,-23.023806677496164,72.90919877175568,1.6411065377744207,0.04926539793520058
7,false,-1,-39.2836189967248,72.95458915992356,1.6137231139199277,0.03103696757859799
8,false,-1,-63.13162200664798,72.98280484303814,1.5960695116488604,0.019271230786716116
9,false,-1,-102.47718883400549,73.00038516304431,1.5851757729306926,0.012014295523211578
10,false,-1,-165.16589495211002,73.01133616955053,1.578376359938761,0.007481116034666206
11,false,-1,-266.0385757913191,73.01815630915479,1.5741420770369854,0.00465990601406447
12,false,-1,-427.8927642184391,73.02240435931378,1.5715060881649072,0.002902315042449516
13,false,-1,-687.8051073563304,73.02495046196285,1.5697625994969562,0.001739589144278534
14,false,-1,-1148.397113394588,73.02645872611424,1.5686994456062786,0.001030534374373108
15,false,-1,-1939.4412473199486,73.02741204430096,1.5681303452127393,6.513030861451677E-4
16,false,-1,-3069.467622563233,73.02798593711054,1.5677412446110335,3.920652517258289E-4
