Parameters
Model,A
P,0.95
Initial Alpha,0.0
Independent,false
Step Number,leader signal,# accepted signal,utility,# agents,avg dis from leader,avg angle from leader
0,false,-1,0.0,10,55.97141847230207,1.556082736902831
1,true,10,2.478211606943513,10,54.97141847230207,0.7208723890340278
2,false,-1,-0.18062042548175583,10,54.05262810925548,0.747803473077191
3,false,-1,-0.14524208541073413,10,53.14074907267027,0.7742945306645466
4,false,-1,-0.10550505937466248,10,52.2323031470311,0.7912329757099263
5,false,-1,-0.0733077889756224,10,51.32777493287044,0.8050254034493884
6,false,-1,-0.04357917880051154,10,50.42643868454299,0.8179415694910096
7,false,-1,-0.013850559773155524,10,49.52798601981114,0.8304310387780914
8,true,9,0.016483688031138755,10,48.72798601981114,0.8589723032689477
9,true,9,0.05725618232641061,10,47.927986019811144,0.8739153681099442
10,true,9,0.08314617903326216,10,47.12798601981113,0.7027781677020035
11,true,10,0.01403561609237336,10,46.12798601981113,0.7861497164667093
12,false,-1,-0.024130406646630576,10,45.22728410423348,0.8466392358625312
13,true,10,0.05547383481138013,10,44.2272841042335,0.8011875427831212
14,true,8,0.013703374258899004,10,43.62728410423348,1.0387684458427617
15,true,10,0.5476094526541662,10,42.62728410423348,0.8011875427831214
16,true,9,0.013703374258899004,10,41.827284104233485,0.9294212133264897
17,true,10,0.2055534736274378,10,40.827284104233485,0.8011875427831212
18,true,10,0.013703374258899004,10,39.82728410423349,0.8011875427831215
19,true,9,0.01370337425890078,10,39.02728410423349,0.9294212133264897
20,true,9,0.20555347362743603,10,38.22728410423349,0.7161650178596533
21,true,10,0.05573456604272131,10,37.22728410423349,0.8011875427831215
22,true,9,0.01370337425890078,9,36.52728410423349,0.8766564122719738
23,true,10,0.1016603678826824,9,35.62728410423349,0.8011875427831215
24,false,-1,-0.028065744237622425,9,34.81792041258657,0.8566515121215195
25,true,9,0.07553606161497761,9,34.11792041258657,0.9160184445641641
26,true,10,0.19976817395207114,9,33.217920412586565,0.8174773276362028
27,true,10,0.017716485657203407,9,32.317920412586574,0.8174773276362031
28,true,9,0.017716485657203407,9,31.617920412586567,0.9476221267689647
29,true,10,0.2836922276908327,9,30.717920412586572,0.8174773276362028
30,true,10,0.017716485657203407,9,29.817920412586567,0.8174773276362028
31,true,9,0.01771648565720163,9,29.117920412586574,0.916018444564164
32,true,9,0.19976817395207114,9,28.417920412586575,0.7315371353091551
33,false,-1,-0.03322437110828602,9,27.635786227804893,0.8630581192910632
34,true,8,0.15284056187502593,9,27.135786227804896,0.8478577292948882
35,true,10,0.2769440531691103,9,26.235786227804898,0.8599526861662306
36,true,10,0.14924012800970843,9,25.335786227804896,0.8599526861662303
37,true,10,0.14924012800970665,9,24.435786227804893,0.85995268616623
38,true,10,0.14924012800970665,9,23.535786227804895,0.8599526861662301
39,true,10,0.14924012800970754,8,22.735786227804894,0.8599526861662307
40,false,-1,-0.05913432183478662,8,22.028702173004785,0.9836561040876143
41,true,10,0.2707289292308248,8,21.228702173004784,0.8960301406291578
42,true,8,0.0491405650804424,8,20.828702173004782,0.8966885967043365
43,true,10,0.05048876568523042,8,20.02870217300478,0.8960301406291571
44,true,10,0.049140565080439735,8,19.228702173004784,0.8960301406291572
45,true,10,0.04914056508043885,7,18.52870217300478,0.8960301406291572
46,false,-1,-0.09416868429531355,7,17.911840194287436,1.0455231672129586
47,true,10,0.42491933479899124,7,17.211840194287436,0.9289236924893759
48,true,10,0.010082478867293077,7,16.511840194287437,0.928923692489376
49,true,10,0.010082478867293965,7,15.811840194287438,0.9289236924893765
50,true,9,0.010082478867294853,6,15.41184019428744,0.9720650733256295
51,false,-1,-0.21863389135424338,6,14.881462418029647,1.0986893789775383
52,true,9,0.12983028773881955,6,14.481462418029645,1.018459376105298
53,false,-1,-0.11200935361074649,6,13.971299399310396,1.1460680495582616
54,true,10,0.2667224212317141,6,13.371299399310397,0.963173429137621
55,false,-1,-0.2518777080342387,5,12.922213742726864,1.09768067280999
56,true,10,0.1850498173107864,5,12.422213742726866,0.9955982654446045
57,false,-1,-0.05476443896810412,5,12.016200456757364,1.1953054713813518
58,true,10,0.6489834854829599,4,11.616200456757362,1.1195096191343716
59,false,-1,-0.279997400307892,4,11.232430850845747,1.1977270736202825
60,false,-1,-0.1689185315682038,4,10.85769284351684,1.2212688341538436
61,false,-1,-0.1266412441870517,4,10.487061294209383,1.2320583226324153
62,false,-1,-0.10405077156204845,4,10.118746786772832,1.239519896921354
63,false,-1,-0.0857647612597372,4,9.75291743328465,1.247757137270444
64,false,-1,-0.0637717239562674,4,9.38984773561385,1.2564922975045338
65,false,-1,-0.03736186362807992,4,9.03045302854558,1.2674393410933755
66,false,-1,-0.0011686850636336565,4,8.676177779212875,1.2813176179903214
67,true,10,0.05001610955408253,4,8.276177779212874,1.1642970062547255
68,false,-1,-0.15346720067283304,4,7.915975092696888,1.2782386351130408
69,true,10,0.0997655883836348,4,7.5159750926968885,1.1940699467894529
70,false,-1,-0.04961085808006915,3,7.222231606669373,1.24913352474201
71,false,-1,-0.20817249381217318,3,6.9320935081226835,1.2662835288026026
72,false,-1,-0.19086072838684798,3,6.643653595738508,1.2727053292689294
73,false,-1,-0.18301630152307968,3,6.355907647994335,1.275610117775027
74,false,-1,-0.1784423862531903,3,6.068642457795962,1.2778148610356932
75,false,-1,-0.1743808299753722,3,5.781897278736578,1.2800759051861597
76,false,-1,-0.17001685374600095,3,5.495637881325004,1.2823583224486914
77,false,-1,-0.16533843056482,3,5.209915021777595,1.2849741271820314
78,false,-1,-0.15991954086087157,3,4.9248722938130856,1.288149852172253
79,false,-1,-0.15334320762926223,3,4.640762891600089,1.2920559996613206
80,false,-1,-0.14510466476493722,3,4.357877517071007,1.297329231211409
81,false,-1,-0.13389903198137132,3,4.076609350565635,1.3038411069595794
82,false,-1,-0.11856001008584949,3,3.798129797791508,1.3146603273454658
83,false,-1,-0.09175145099193172,3,3.5251146591814617,1.333483105226097
84,false,-1,-0.03520913140971338,3,3.270096648120721,1.3854066706551589
85,true,10,0.15682382159111663,2,3.070096648120722,1.3205216792071235
86,false,-1,-0.13960071656735007,2,2.8774754062546917,1.3688998261240948
87,false,-1,-0.10231421249335049,2,2.688483193793268,1.3828941942455169
88,false,-1,-0.08440634585755635,2,2.5016414884908413,1.3895177449550187
89,false,-1,-0.06932526972327979,2,2.3167032007294996,1.3948213665431073
90,false,-1,-0.05190240554534853,2,2.1341929394293313,1.401321740009319
91,false,-1,-0.028304524197519276,2,1.955242828748491,1.4107195906543548
92,true,10,0.00647561423518761,2,1.7552428287484918,1.3552349263967471
93,false,-1,-0.06557478196510269,2,1.5765942796218289,1.4120712716706092
94,true,10,0.06385408764845057,2,1.3765942796218282,1.3757273321603152
95,false,-1,-0.004750407202425588,1,1.2772537371538915,1.384358110877646
96,false,-1,-0.09120635742693184,1,1.1782894276100586,1.3873390185163637
97,false,-1,-0.08935024842814576,1,1.0795840356205362,1.3898197585711496
98,false,-1,-0.08720134356939957,1,0.9812143473106889,1.3930680638479154
99,false,-1,-0.08397430830706931,1,0.8834169244301411,1.3981674692164174
100,false,-1,-0.07827290970688705,1,0.7868683816284269,1.4080207469865482
101,false,-1,-0.06528346460752443,1,0.6949212439815218,1.4383279463885927
102,false,-1,-0.010274862103465288,0,0.6949212439815218,1.4383279463885927
