Parameters
Model,B
P,0.55
Initial Alpha,0.0
Independent,false
Leader's Influence,1.0
Step Number,leader signal,accept signal,loc x,loc y,direction x,direction y
,,false,37.53633086589998,-2.505876480498782,-0.8875590202484048,-0.460694025982204
16,false,,73.51963378827604,109.72881157779231,-0.3079906073699294,0.9513893975507095
,,false,24.64777497317517,40.2526003945884,-0.9552783323455032,0.29570814623745867
,,false,36.648270481548245,-2.965603305629813,-0.8880603843517305,-0.4597268251310301
17,false,,73.21164318090611,110.68020097534303,-0.3079906073699294,0.9513893975507095
,,false,23.692918578317045,40.54966817338398,-0.9548563948581276,0.2970677787955798
,,false,35.759457944246066,-3.4238742664537076,-0.8888125373021822,-0.45827096082389635
18,false,,72.90365257353618,111.63159037289374,-0.3079906073699294,0.9513893975507095
,,false,22.740498375688496,40.85445622699664,-0.9524202026285487,0.30478805361266126
,,false,34.8691070023459,-3.879149128770404,-0.8903509419001663,-0.45527486231669634
19,false,,72.59566196616625,112.58297977044445,-0.3079906073699294,0.9513893975507095
,,false,21.788861682682477,41.16168188433106,-0.9516366930060196,0.3072256573344206
,,false,33.976560723590694,-4.33010493622856,-0.8925462787552044,-0.4509558074581556
20,false,,72.28767135879632,113.53436916799517,-0.3079906073699294,0.9513893975507095
,,false,20.83772835955215,41.470462391538135,-0.9511333231303283,0.30878050720707506
,,false,33.08305169735074,-4.779150167834158,-0.893509026239956,-0.44904523160559867
21,false,,71.97968075142639,114.48575856554588,-0.3079906073699294,0.9513893975507095
,,false,19.887046149888295,41.780629018093364,-0.9506822096638542,0.31016662655523003
,,false,32.18879258610004,-5.226699765024366,-0.8942591112506955,-0.4475495971902069
22,false,,71.67169014405646,115.43714796309659,-0.3079906073699294,0.9513893975507095
,,false,18.936800232497404,42.09212973475698,-0.9502459173908899,0.3115007166636158
,,false,31.293831519733878,-5.672844012649206,-0.8949610663661659,-0.4461442476248408
23,false,,71.36369953668652,116.3885373606473,-0.3079906073699294,0.9513893975507095
,,false,17.9852953088419,42.399763250907824,-0.9515049236555051,0.30763351615084367
,,false,30.400103497356127,-6.1214532212224935,-0.8937280223777521,-0.4486092085732885
24,false,,71.0557089293166,117.33992675819802,-0.3079906073699294,0.9513893975507095
,,false,17.033784837501663,42.707379607641144,-0.9515104713402364,0.30761635673332005
,,false,29.506007532584785,-6.569328656784218,-0.8940959647713416,-0.44787543556172404
25,false,,70.74771832194666,118.29131615574873,-0.3079906073699294,0.9513893975507095
,,false,16.08443338600494,43.021595809548465,-0.9493514514967245,0.31421620190732114
,,false,28.610526180241152,-7.014427688017513,-0.8954813523436334,-0.44509903123329486
26,false,,70.43972771457673,119.24270555329944,-0.3079906073699294,0.9513893975507095
,,false,15.133872186916859,43.332133096823654,-0.9505611990880793,0.3105372872751885
,,false,27.715036169541587,-7.459509299339859,-0.8954900106995635,-0.4450816113223461
27,false,,70.1317371072068,120.19409495085016,-0.3079906073699294,0.9513893975507095
,,false,14.183575467140406,43.64347879597833,-0.9502967197764521,0.31134569915467797
,,false,26.819012376160913,-7.9035153372444205,-0.8960237933806743,-0.44400603790456106
28,false,,69.82374649983687,121.14548434840087,-0.3079906073699294,0.9513893975507095
,,false,13.235402240706428,43.961232682931396,-0.948173226433978,0.3177538869530636
,,false,25.921660554703543,-8.344831220175386,-0.897351821457371,-0.44131588293096646
29,false,,69.51575589246694,122.09687374595158,-0.3079906073699294,0.9513893975507095
,,false,12.287896987772287,44.28097288319125,-0.947505252934141,0.3197402002598509
,,false,25.022551249350077,-8.78255539934168,-0.8991093053534671,-0.437724179166294
30,false,,69.20776528509701,123.0482631435023,-0.3079906073699294,0.9513893975507095
,,false,11.339233810517433,44.5972610051951,-0.9486631772548543,0.3162881220038543
,,false,24.124389131993073,-9.222219829270669,-0.8981621173570041,-0.4396644299289893
31,false,,68.89977467772708,123.99965254105301,-0.3079906073699294,0.9513893975507095
,,false,10.390589094636162,44.9136044941917,-0.948644715881271,0.3163434889966014
,,false,23.225889585272427,-9.66119427561441,-0.8984995467206462,-0.4389744463437404
32,false,,68.59178407035715,124.95104193860372,-0.3079906073699294,0.9513893975507095
,,false,9.442266970041326,45.23091372507529,-0.9483221245948373,0.3173092308835878
,,false,22.326856165123907,-10.099074292806396,-0.8990334201485202,-0.43788001719198655
33,false,,68.28379346298722,125.90243133615444,-0.3079906073699294,0.9513893975507095
,,false,8.495957364829524,45.55417543187627,-0.9463096052118031,0.32326170680097777
,,false,21.42658243233322,-10.534398546721938,-0.9002737327906867,-0.43532425391554225
34,false,,67.97580285561729,126.85382073370515,-0.3079906073699294,0.9513893975507095
,,false,7.550271903742387,45.879258511547306,-0.9456854610871379,0.32508307967103933
,,false,20.52470519642086,-10.96639096719142,-0.9018772359123594,-0.4319924204694828
35,false,,67.66781224824736,127.80521013125586,-0.3079906073699294,0.9513893975507095
,,false,6.604982496350916,46.20549145941352,-0.945289407391471,0.32623294786621654
,,false,19.622132315190953,-11.396928066717514,-0.9025728812299085,-0.43053709952609365
36,false,,67.35982164087743,128.75659952880656,-0.3079906073699336,0.9513893975507083
,,false,5.658608924960413,46.52856585235358,-0.9463735713905019,0.3230743929400573
,,false,18.720587237878846,-11.829613256635435,-0.901545077312107,-0.43268518991792054
37,false,,67.0518310335075,129.70798892635727,-0.3079906073699294,0.9513893975507095
,,false,4.7122030760384845,46.851545680092656,-0.9464058489219289,0.3229798277390757
,,false,17.818770928292327,-12.261732850918952,-0.9018163095865191,-0.43211959428351715
38,false,,66.74384042613757,130.659378323908,-0.3079906073699294,0.9513893975507095
,,false,3.7676456976986366,47.17989208105322,-0.9445573783398475,0.32834640096056217
,,false,16.915793108908254,-12.691420013515629,-0.9029778193840737,-0.4296871625966771
39,false,,66.43584981876764,131.6107677214587,-0.3079906073699294,0.9513893975507095
,,false,2.8220406647324245,47.505209036696435,-0.9456050329662113,0.3253169556432167
,,false,16.01289538364244,-13.121275451668758,-0.9028977252658136,-0.42985543815312993
40,false,,66.1278592113977,132.5621571190094,-0.3079906073699294,0.9513893975507095
,,false,1.8766292918296066,47.83108836403404,-0.9454113729028182,0.3258793273376029
,,false,15.109598742480083,-13.550291975901569,-0.9032966411623582,-0.4290165242328109
41,false,,65.81986860402777,133.51354651656013,-0.3079906073699294,0.9513893975507095
,,false,0.931529426726291,48.157870011287514,-0.9450998651033153,0.3267816472534761
,,false,14.205834834705781,-13.978323282004899,-0.9037639077743022,-0.4280313061033303
42,false,,65.51187799665784,134.46493591411084,-0.3079906073699294,0.9513893975507095
,,false,-0.013244093208686247,48.485593974448086,-0.9447735199349777,0.32772396316057256
,,false,13.301600138823222,-14.405359129167847,-0.9042346958825589,-0.4270358471629477
43,false,,65.20388738928791,135.41632531166155,-0.3079906073699294,0.9513893975507095
,,false,-0.956209349688833,48.81848513544719,-0.9429652564801467,0.3328911609991039
,,false,12.396273567467368,-14.83007526872114,-0.9053265713558545,-0.4247161395532938
44,false,,64.89589678191798,136.36771470921227,-0.3079906073699294,0.9513893975507095
,,false,-1.9001706602802206,49.14854125810906,-0.943961310591388,0.3300561226618727
,,false,11.491012425516125,-15.254930849916834,-0.9052611419512436,-0.42485558119569355
45,false,,64.58790617454805,137.31910410676298,-0.3079906073699294,0.9513893975507095
,,false,-2.8424949360584764,49.48324255670079,-0.9423242757782553,0.3347012985917244
,,false,10.584686416918547,-15.677510033194457,-0.9063260085975781,-0.4225791832776233
46,false,,64.27991556717812,138.2704935043137,-0.3079906073699294,0.9513893975507095
,,false,-3.7843052928087335,49.81938724566367,-0.9418103567502575,0.3361446889628824
,,false,9.677135355620218,-16.09745178050743,-0.9075510612983305,-0.41994174731297423
47,false,,63.97192495980819,139.2218829018644,-0.3079906073699294,0.9513893975507095
,,false,-4.727085232563571,50.152802879963964,-0.9427799397548363,0.33341563430029414
,,false,8.77039690124246,-16.519145241866074,-0.9067384543777584,-0.4216934613586436
48,false,,63.66393435243826,140.17327229941512,-0.3079906073699294,0.9513893975507095
,,false,-5.668474152591979,50.49012602065809,-0.9413889200284078,0.33732314069412433
,,false,7.862631924509756,-16.93862437962798,-0.907764976732704,-0.41947913776190765
49,false,,63.35594374506833,141.12466169696583,-0.3079906073699294,0.9513893975507095
,,false,-6.609398587302585,50.82874263006248,-0.9409244347106066,0.33861660940439026
,,false,6.953815411340802,-17.355820431133054,-0.9088165131689546,-0.41719605150507294
50,false,,63.0479531376984,142.07605109451654,-0.3079906073699294,0.9513893975507095
,,false,-7.551265575718205,51.16472860615804,-0.9418669884156206,0.3359859760955647
,,false,6.045807343265825,-17.774773111409417,-0.9080080680749771,-0.41895268027636223
51,false,,62.73996253032847,143.02744049206726,-0.3079906073699294,0.9513893975507095
,,false,-8.49179003178593,51.50445459506456,-0.9405244560677253,0.33972598890651523
,,false,5.136807446371508,-18.19156944950048,-0.9089998968943171,-0.41679633809106437
52,false,,62.43197192295854,143.97882988961797,-0.3079906073699294,0.9513893975507095
,,false,-9.431867310737601,51.845416043910056,-0.9400772789516716,0.3409614488454979
,,false,4.226807825642996,-18.606178530773388,-0.9099996207285121,-0.4146090812729071
53,false,,62.12398131558861,144.93021928716868,-0.3079906073699294,0.9513893975507095
,,false,-10.371641138325124,52.18721299091441,-0.9397738275875227,0.3417969470043545
,,false,3.3163301357267567,-19.019736720348675,-0.910477689916239,-0.4135581895752871
54,false,,61.81599070821868,145.8816086847194,-0.3079906073699294,0.9513893975507095
,,false,-11.311136854428398,52.52977364163716,-0.9394957161032743,0.34256065072275305
,,false,2.4054604709961476,-19.432430861176417,-0.9108696647306087,-0.4126941408277423
55,false,,61.50800010084875,146.8329980822701,-0.3079906073699294,0.9513893975507095
,,false,-12.250361221841816,52.87307757062264,-0.9392243674134175,0.34330392898547735
,,false,1.4942172223526171,-19.844299458913106,-0.9112432486435299,-0.41186859773668844
56,false,,61.20000949347882,147.78438747982082,-0.3079906073699294,0.9513893975507095
,,false,-13.190478549732692,53.21392857883491,-0.9401173278908754,0.34085100821226866
,,false,0.5838301646668876,-20.25805712373434,-0.9103870576857297,-0.4137576648212332
57,false,,60.892018886108886,148.73577687737153,-0.3079906073699294,0.9513893975507095
,,false,-14.13066088841956,53.55460022429618,-0.940182338686869,0.34067164546127066
,,false,-0.3267326126919562,-20.67142793606698,-0.9105627773588444,-0.413370812332641
58,false,,60.584028278738955,149.68716627492225,-0.3079906073699294,0.9513893975507095
,,false,-15.069336088993104,53.89940287484895,-0.9386752005735439,0.3448026505527723
,,false,-1.23821549017983,-21.082765952844454,-0.9114828774878737,-0.4113380167774743
59,false,,60.276037671369025,150.63855567247296,-0.3079906073699294,0.9513893975507095
,,false,-16.007558553400095,54.24543554278953,-0.9382224644069905,0.3460326679405767
,,false,-2.150742106397013,-21.491783280955644,-0.9125266162171836,-0.4090173281111903
60,false,,59.968047063999094,151.58994507002367,-0.3079906073699294,0.9513893975507095
,,false,-16.946643261106114,54.5891213175209,-0.9390847077060187,0.3436857747313693
,,false,-3.062550512326064,-21.90239919744832,-0.9118084059290518,-0.41061591649267765
61,false,,59.660056456629164,152.5413344675744,-0.3079906073699294,0.9513893975507095
,,false,-17.884507482755915,54.93612376960044,-0.9378642216497997,0.3470024520795432
,,false,-3.975248997415283,-22.311032866295914,-0.9126984850892194,-0.4086336688475927
62,false,,59.35206584925923,153.4927238651251,-0.3079906073699294,0.9513893975507095
,,false,-18.82197176183941,55.28420526213123,-0.9374642790834959,0.3480814925307882
,,false,-4.888812462433126,-22.717729061734957,-0.9135634650178432,-0.4066961954390429
63,false,,59.0440752418893,154.4441132626758,-0.3079906073699294,0.9513893975507095
,,false,-19.760276852494716,55.630013817332426,-0.938305090655306,0.3458085552011954
,,false,-5.801654610144304,-23.126041703422725,-0.912842147711178,-0.4083126416877683
64,false,,58.73608463451937,155.39550266022653,-0.3079906073699294,0.9513893975507095
,,false,-20.697401531506262,55.97900856799138,-0.9371246790115472,0.3489947506589533
,,false,-6.715359846473742,-23.532419287824432,-0.9137052363294378,-0.40637758440170646
65,false,,58.42809402714944,156.34689205777724,-0.3079906073699294,0.9513893975507095
,,false,-21.63413989530613,56.32903890637013,-0.9367383637998695,0.35003033837875147
,,false,-7.629891499924086,-23.93693363223929,-0.9145316534503434,-0.4045143444148563
66,false,,58.12010341977951,157.29828145532795,-0.3079906073699294,0.9513893975507095
,,false,-22.570617573261412,56.67976609193105,-0.9364776779552814,0.3507271855609205
,,false,-8.544815874330101,-24.340558940065446,-0.9149243744060159,-0.40362530782615746
67,false,,57.81211281240958,158.24967085287867,-0.3079906073699294,0.9513893975507095
,,false,-23.506856205394797,57.03113089338534,-0.9362386321333837,0.3513648014542875
,,false,-9.460062585706623,-24.74345279372229,-0.9152467113765211,-0.40289385365684505
68,false,,57.50412220503965,159.20106025042938,-0.3079906073699294,0.9513893975507095
,,false,-24.442861306322687,57.38311732925605,-0.936005100927891,0.3519864358707143
,,false,-10.375617140437345,-25.145646599382978,-0.9155545547307233,-0.40219380566068763
69,false,,57.19613159766972,160.1524496479801,-0.3079906073699294,0.9513893975507095
,,false,-25.379667519559554,57.73296603775846,-0.9368062132368669,0.3498487085024066
,,false,-11.29041013072089,-25.549569593192555,-0.9147929902835443,-0.4039229938095765
70,false,,56.88814099029979,161.1038390455308,-0.3079906073699294,0.9513893975507095
,,false,-26.315377843885507,58.08573535182903,-0.9357103243259526,0.3527693140705706
,,false,-12.206016376435409,-25.951645708882808,-0.91560624571452,-0.40207611569025337
71,false,,56.58015038292986,162.05522844308152,-0.3079906073699294,0.9513893975507095
,,false,-27.251875749971585,58.43640852145624,-0.9364979060860779,0.3506731696272068
,,false,-13.121330361871667,-26.354386702655223,-0.9153139854362586,-0.4027409937724153
72,false,,56.27215977555993,163.00661784063223,-0.3079906073699294,0.9513893975507095
,,false,-28.188315651615078,58.78723655712319,-0.9364399016434902,0.3508280356669494
,,false,-14.036848692980259,-26.75666295773889,-0.9155183311085917,-0.4022762550836667
73,false,,55.96416916819,163.95800723818294,-0.3079906073699294,0.9513893975507095
,,false,-29.124555220303048,59.13859886304539,-0.9362395686879689,0.35136230592220086
,,false,-14.95264450081007,-27.15830712657661,-0.9157958078298115,-0.40164416883772003
74,false,,55.65617856082007,164.90939663573366,-0.3079906073699294,0.9513893975507095
,,false,-30.060574548276794,59.490547463922816,-0.9360193279737451,0.35194860087742763
,,false,-15.868725747835734,-27.559299830809373,-0.9160812470256641,-0.40099270423276323
75,false,,55.348187953450136,165.86078603328437,-0.3079906073699294,0.9513893975507095
,,false,-30.99524774651716,59.84605556859995,-0.9346731982403644,0.35550810467713484
,,false,-16.78558409415071,-27.958512521981092,-0.9168583463149765,-0.3992126911717194
76,false,,55.040197346080205,166.81217543083508,-0.3079906073699294,0.9513893975507095
,,false,-31.93067871641777,60.19956497519446,-0.9354309699006104,0.35350940659451124
,,false,-17.7023081488562,-28.358033494552398,-0.9167240547054917,-0.39952097257130664
77,false,,54.732206738710275,167.7635648283858,-0.3079906073699294,0.9513893975507095
,,false,-32.86490581754752,60.55624371511976,-0.9342271011297524,0.3566787399252998
,,false,-18.619794517886962,-28.75580071623205,-0.917486369030762,-0.39776722167965073
78,false,,54.424216131340344,168.7149542259365,-0.3079906073699294,0.9513893975507095
,,false,-33.79877060077233,60.913870009808065,-0.9338647832248068,0.3576262946883024
,,false,-19.538058290999004,-29.151769961237314,-0.9182637731120405,-0.39596924500526454
